title,popularity,favorites,studios
Chuuka Ichiban!,0.17835905659116724,0.0004976233508762151,981
Corrector Yui,0.18627647491147192,0.00039013670708695265,981
Chou Henshin Cosprayers,0.24346896505645754,1.5923947228038885e-05,677
Uchuu no Stellvia,0.16262444043562505,0.000513547298104254,1893
Sakigake!! Cromartie Koukou,0.05762677891360994,0.007062270595635245,1166
Ijigen no Sekai El-Hazard,0.21517338143916617,3.980986807009721e-05,36
Shinpi no Sekai El-Hazard (TV),0.18343689450123607,0.00016322045908739858,36
Shinpi no Sekai El-Hazard,0.17508518741230708,0.0004259655883500402,36
Shinpi no Sekai El-Hazard Season 2,0.23742232912407296,2.3885920842058325e-05,36
Final Approach,0.14020845860893968,0.00019904934035048605,1811
Fruits Basket,0.014598783991447851,0.03984967793816731,1467
Fullmetal Alchemist,0.002906394066947284,0.1069691155043512,234
Full Moon wo Sagashite,0.07155742633794347,0.007671361577107733,1467
Fushigi Yuugi,0.06651299525623038,0.008622817423983057,1574
Fushigi Yuugi: Eikouden,0.1868777978218748,0.00015525848547337913,1574
Futakoi,0.14000801763880538,0.00010350565698225275,1729
Futakoi Alternative,0.14775840181733146,0.00034634585220984573,2017
Gate Keepers,0.17010756998730542,0.000242840195227593,541
Gate Keepers 21,0.22803501035611679,8.360072294720415e-05,541
Gensoumaden Saiyuuki,0.109006480924701,0.003200713392835816,1574
Saiyuuki Reload,0.1390058127881339,0.0004816994036481763,1574
Saiyuuki Reload Gunlock,0.16760205786062674,0.00019506835354347632,1574
GetBackers,0.06664662256965323,0.003642602928413895,1467
Green Green,0.0695196098082448,0.000927569926033265,1558
Gunslinger Girl,0.04566713436226365,0.0049841954823761705,856
Hikaru no Go,0.059363933988107166,0.010259003001664052,1574
Hunter x Hunter,0.012627781118460614,0.04845259042811532,981
Hunter x Hunter: Original Video Animation,0.06370682167435024,0.0017755201159263356,981
Hunter x Hunter: Greed Island,0.05064475178726532,0.0012938207122781594,981
Hunter x Hunter: Greed Island Final,0.05699204917485134,0.001043018543436547,981
Jinki:Extend,0.2152401950958776,4.3790854877106935e-05,1981
Kamikaze Kaitou Jeanne,0.10690185073829091,0.0022731434668025506,1751
Kannazuki no Miko,0.094073628649696,0.0028623295142399894,1692
Kanon,0.0984833299926505,0.0009156269656122359,1751
Kareshi Kanojo no Jijou,0.03678091801964321,0.011556804700749221,507
Kono Minikuku mo Utsukushii Sekai,0.10376160887285361,0.0006489008495425845,511
Kimi ga Nozomu Eien,0.05926371350304002,0.004402971408552752,1486
Kita e.: Diamond Dust Drops,0.2372218881539387,4.3790854877106935e-05,1467
Loveless,0.06023251152535578,0.005159358901884598,688
Blood+,0.02261642279681967,0.01799007938087693,1166
Re: Cutie Honey,0.14699004476515,0.0008399882162790512,513
Solty Rei,0.14872719983964724,0.0005653001265953804,542
Juuni Kokuki,0.05308345025723257,0.01055359602538277,1574
Shaman King,0.02358522081913543,0.01498045335477758,1893
X/1999,0.129351239393332,0.0005931670342444484,856
X,0.08532103962049843,0.0031051697094675824,856
Mahou Sensei Negima!,0.05989844324179862,0.002026322284767948,1893
Maria-sama ga Miteru,0.09377296719449456,0.0029021393823100866,1467
Boukyaku no Senritsu,0.18216743502371885,0.0001672014458944083,688
"Ima, Soko ni Iru Boku",0.056056657980891295,0.0050518722580953366,36
Peace Maker Kurogane,0.10696866439500234,0.0011226382795767413,541
Pita Ten,0.16553083450257233,0.0003742127598589138,856
Power Stone,0.2486470234515935,9.55436833682333e-05,1574
Mononoke Hime,0.003574530634061602,0.09632395678240721,1504
RahXephon,0.06657980891294181,0.0040765304903779545,234
Samurai 7,0.06303868510723591,0.002898158395503077,541
Scrapped Princess,0.07780450324046234,0.0017476532082772677,234
s.CRY.ed,0.0860893966726799,0.002770766817678766,1635
Shingetsutan Tsukihime,0.05094541324246676,0.002826500632976902,688
Slam Dunk,0.027460412908398475,0.032429118529901185,1751
Strange Dawn,0.273635331061669,3.980986807009721e-05,589
Tactics,0.13048707155742634,0.0006847297308056721,1467
Tenjou Tenge,0.046301864101022244,0.0025358885960651925,856
Tokyo Underground,0.15119930513797022,0.0002109923007715152,1574
Triangle Heart: Sweet Songs Forever,0.26468230106233714,2.7866907649068047e-05,1316
Tsubasa Chronicle,0.039119396004543325,0.008240642690510122,211
Ultra Maniac,0.14164495222823545,0.0006011290078584679,163
