title,popularity,favorites,studios
Honoo no Labyrinth,6370,20,Studio Fantasia
Sexy Commando Gaiden: Sugoi yo!! Masaru-san,6351,138,Magic Bus
Noein: Mou Hitori no Kimi e,2429,746,Satelight
Mimi wo Sumaseba,669,5723,Studio Ghibli
Ayakashi: Japanese Classic Horror,2634,311,Toei Animation
Hanbun no Tsuki ga Noboru Sora,2303,496,Group TAC
Itsudatte My Santa!,6082,13,TNK
Ginga Nagareboshi Gin,4661,874,Toei Animation
Kage kara Mamoru!,4772,28,Group TAC
Amaenaide yo!!,2753,83,Studio Deen
PopoloCrois,11590,2,TMS Entertainment
Mugen no Ryvius,3638,345,Sunrise
Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,2450,132,Studio Pierrot
X OVA,6142,7,Madhouse
Chobits: Chibits,3653,63,Madhouse
Neko no Ongaeshi,917,1724,Studio Ghibli
Jinzou Ningen Kikaider The Animation,6835,77,Radix|Studio OX
Yuugen Kaisha,7791,11,Madhouse
Legend of Duo,6569,13,Radix|Marine Entertainment
Nekojiru-sou,2576,1126,J.C.Staff
KO Seiki Beast Sanjuushi,10241,12,animate Film|Zero-G Room
Futari wa Precure,3212,426,Toei Animation
Mahou no Stage Fancy Lala,6297,63,Studio Pierrot
Tenshi ni Narumon!,7455,51,Studio Pierrot
Kazemakase Tsukikage Ran,5530,97,Madhouse
Otogi Juushi Akazukin,7594,24,Madhouse|Group TAC
Sakura Taisen: Katsudou Shashin,7936,6,Production I.G
Saishuu Heiki Kanojo: Another Love Song,5537,22,Studio Fantasia
Popotan,4856,67,Shaft
Platonic Chain,8433,32,ACiD FiLM
PetoPeto-san,7842,10,XEBEC M2
Onmyou Taisenki,8458,32,Sunrise
Okusama wa Mahou Shoujo,6818,11,J.C.Staff
Nurse Witch Komugi-chan Magikarte,5426,108,Kyoto Animation|Tatsunoko Production
Nurse Angel Ririka SOS,8783,31,Gallop
Juubee Ninpuuchou,1684,1330,Madhouse
Juubee Ninpuuchou: Ryuuhougyoku-hen,3653,119,Madhouse
Ninja Ryuukenden,8882,7,Studio Junio
Takahashi Rumiko Gekijou Ningyo no Mori,4583,89,TMS Entertainment
Night Walker: Mayonaka no Tantei,5084,116,AIC
Natsu-iro no Sunadokei,7291,4,Picture Magic|Rikuentai
Shichinin no Nana,7579,22,A.C.G.T.
Mouse,5100,42,Studio Deen
Moekan The Animation,10484,0,No Side|Axis
Mamotte Shugogetten!,7117,17,Toei Animation
Major S1,2257,1440,Studio Hibari
Mahoutsukai Tai!,6562,37,Triangle Staff
Mahoutsukai Tai! (TV),6352,31,Madhouse|Triangle Staff
Mahoromatic Summer Special,6664,3,Gainax|Shaft
Mahoromatic End Year Special,8316,2,Gainax|Shaft
Legend of Basara,6118,94,KSS
Koi Kaze,2544,477,A.C.G.T.
Juubee-chan: Lovely Gantai no Himitsu,5388,40,Madhouse
Juubee-chan 2: Siberia Yagyuu no Gyakushuu,6542,18,Madhouse
Iketeru Futari,5326,34,J.C.Staff
Ichigo 100% Special 2,5495,10,Madhouse
Ichigo 100%: Koi ga Hajimaru?! Satsuei Gasshuku - Yureru Kokoro ga Higashi e Nishi e,5493,5,Madhouse
Hachimitsu to Clover Specials,4481,41,J.C.Staff
Hikaru no Go: Hokuto Hai e no Michi,4964,39,Studio Pierrot
Haunted Junction,9179,13,Studio Deen
Harukanaru Toki no Naka de: Ajisai Yumegatari,10175,3,Zexcs
Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary,7443,8,Radix
Hanaukyou Maid-tai: La Verite,4966,19,Daume
Gunsmith Cats,2866,663,OLM
Green Green Thirteen: Erolutions,4997,16,Studio Matrix
Galaxy Angel Z,6681,12,Madhouse
Galaxy Angel 3,6907,19,Madhouse
Galaxy Angel 4,7363,10,Madhouse|feel.
Air in Summer,3933,37,Kyoto Animation
Touhai Densetsu Akagi: Yami ni Maiorita Tensai,2182,1456,Madhouse
Azumanga Daiou: Gekijou Tanpen,3678,29,J.C.Staff
Denshin Mamotte Shugogetten,9893,6,Toei Animation
Elf-ban Kakyuusei: Anata dake wo Mitsumete...,9791,7,PP Project
Fullmetal Alchemist: Reflections,3774,37,Bones
JoJo no Kimyou na Bouken: Adventure,2558,379,APPP
JoJo no Kimyou na Bouken,1755,2010,APPP
Kashimashi: Girl Meets Girl,3417,187,Studio Hibari
Koi Koi 7,5680,16,Studio Flag
Kujibiki Unbalance,6402,7,Palm Studio
Lamune,3875,74,Trinet Entertainment|Picture Magic
Lemon Angel Project,7377,18,Radix
Mai-HiME Specials,6597,14,Sunrise
One: Kagayaku Kisetsu e,9574,7,Arms
Refrain Blue,10786,1,PP Project
Sentimental Journey,9279,12,Sunrise
Shadow Skill: Eigi,5856,67,Studio Deen
Shadow Skill (1996),8240,14,Zero-G Room
Tenbatsu Angel Rabbie☆,10843,1,AIC Spirits
Otogi Story Tenshi no Shippo,5857,28,Tokyo Kids
Otogi Story Tenshi no Shippo Specials,11753,1,Tokyo Kids
Tenshi no Shippo Chu!,8598,3,Tokyo Kids
To Heart: Remember My Memories,6957,6,OLM|AIC ASTA
To Heart: Remember My Memories Specials,10347,1,AIC ASTA
Tokyo Mew Mew,1628,1799,Studio Pierrot
Uta∽Kata,4823,78,HAL Film Maker
Uta∽Kata: Shotou no Futanatsu,8648,6,HAL Film Maker
Kyuuketsuhime Miyu (TV),3790,201,AIC
Yawara!,5033,144,Madhouse
Dousou Kai,11421,2,Arms
Burn Up Scramble,6879,5,AIC Spirits
Canvas 2: Nijiiro no Sketch,4770,50,Zexcs
Canvas: Sepia-iro no Motif,7874,0,Studio Kyuuma
Tenchi Muyou!,2572,683,AIC
Kanon Kazahana,6174,4,Toei Animation
Chou Henshin Cosprayers vs. Ankoku Uchuu Shougun the Movie,11464,2,Imagin|Studio Live
Comic Party Revolution,6890,9,Radix|Chaos Project
Comic Party Specials,9955,4,OLM
Patapata Hikousen no Bouken,7329,89,Telecom Animation Film
Mujin Wakusei Survive,4439,342,Madhouse|Telecom Animation Film
Rec,2145,327,Shaft
Uchuu Senkan Yamato (Movie),8585,5,Office Academy
Zoids Genesis,5854,33,Shogakukan Music & Digital Entertainment
Air Movie,3133,121,Toei Animation
High School! Kimengumi,8973,35,Gallop|Studio Comet
Yume de Aetara,8455,11,J.C.Staff
Yume de Aetara (TV),7591,12,J.C.Staff
Ai no Kusabi,4010,426,AIC
Princess Tutu,1487,5436,HAL Film Maker
Baby☆Love,8397,15,Studio Comet
Candy Candy (Movie),9783,8,Toei Animation
Enzai,5192,50,Anime Antenna Iinkai
First Kiss Monogatari,10573,3,Garyuu Studio
Kingyo Chuuihou!,9767,25,Toei Animation
Hiatari Ryoukou!,8632,19,Group TAC
Houkago no Shokuinshitsu,7782,7,SIDO LIMITED
Interstella5555: The 5tory of The 5ecret 5tar 5ystem,2707,1094,Toei Animation
Vampire Hunter D,2245,450,Ashi Productions|Studio Live
Kizuna,6621,22,SIDO LIMITED
Kizuna: Koi no Karasawagi,8033,7,Zexcs
Keiraku no Houteishiki Level-C,6027,25,J.C.Staff
MÄR,3347,329,SynergySP
Bishoujo Senshi Sailor Moon R,1600,915,Toei Animation
Sensitive Pornograph,3715,179,Phoenix Entertainment
Umi ga Kikoeru,1765,598,Studio Ghibli
Trouble Chocolate,8371,24,AIC
Papa to Kiss in the Dark,3536,129,TNK
Haru wo Daite Ita,4834,77,Trinet Entertainment
True Love Story,9062,4,Picture Magic|A-Line
Nanami-chan,13595,1,Group TAC|Robot Communications
Binchou-tan,5820,157,Studio Deen
Bomberman Jetters,9233,57,Studio Deen
Osakana wa Ami no Naka,7645,2,J.C.Staff
Chijoku Shinsatsushitsu,8726,13,T-Rex
Yuki no Joou (TV),9374,16,TMS Entertainment
Boku no Sexual Harassment,5586,52,Triple X
School Days ONA,3972,51,Animation Planet
Kaze wo Mita Shounen,8479,3,Brain's Base
RahXephon: Tagen Hensoukyoku,5875,23,Bones
Tokyo Godfathers,847,3009,Madhouse
Tenjou Tenge: The Past Chapter,5164,15,Madhouse
Naruto: Akaki Yotsuba no Clover wo Sagase,2518,95,Studio Pierrot
Bleach: Memories in the Rain,1919,241,Studio Pierrot
Zoids,3449,296,Xebec
Zoids Shinseiki/Zero,4551,163,Xebec
Chou Henshin Cosprayers Specials,11825,1,Imagin|Studio Live
Kishin Houkou Demonbane,7175,12,Group TAC|Viewworks
Burn Up!,6709,5,AIC
Burn Up! W,6246,13,AIC
Pale Cocoon,2850,237,Studio Rikka
Ginyuu Mokushiroku Meine Liebe Wieder,7725,22,Bee Train
Tenamonya Voyagers,8544,9,Studio Pierrot
Nanaka 6/17,7038,17,J.C.Staff
Hellsing Ultimate,182,23679,Madhouse|Satelight|Graphinica
Meitantei Conan Movie 01: Tokei Jikake no Matenrou,2763,123,TMS Entertainment
Meitantei Conan Movie 02: 14-banme no Target,2968,82,TMS Entertainment
Meitantei Conan Movie 03: Seikimatsu no Majutsushi,2911,94,TMS Entertainment
Gasaraki,4828,76,Sunrise
Miami Guns,7560,22,Group TAC
Otaku no Video,4303,122,Gainax
Pugyuru,8802,20,Creators Dot Com
Eiken: Eikenbu yori Ai wo Komete,4228,71,J.C.Staff
Shinigami no Ballad.,3607,90,Group TAC|Ginga Ya
Ergo Proxy,329,14826,Manglobe
Arion,7587,14,Sunrise
Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!,5085,22,Studio Deen
xxxHOLiC Movie: Manatsu no Yoru no Yume,2948,136,Production I.G
Oniisama e...,3349,1332,Tezuka Productions
Mahoujin Guruguru Movie,12178,3,Nippon Animation
Hanaukyou Maid-tai OVA,7110,5,Daume
Yomigaeru Sora: Rescue Wings,5909,53,J.C.Staff
Kokoro Toshokan,7824,21,Studio Deen
NieA Under 7,3902,222,Triangle Staff
Koukaku Kidoutai: Stand Alone Complex 2nd GIG,1170,3292,Production I.G
Tsubasa Chronicle: Torikago no Kuni no Himegimi,3684,65,Production I.G
Bakuretsu Hunters OVA,7733,16,Xebec
Android Ana Maico 2010,9684,5,Group TAC|Animaruya
I''s Pure,4723,64,Studio Pierrot|Arms
Chikyuu Shoujo Arjuna,4189,208,Satelight
Dragon Ball Z,116,42162,Toei Animation
Tennis no Oujisama: Atobe kara no Okurimono - Kimi ni Sasageru Tennis Prince Matsuri,5960,29,Trans Arts
Tennis no Oujisama Movie 1: Futari no Samurai - The First Game,5253,27,Production I.G
Nanako Kaitai Shinsho,6333,29,Radix
Tactical Roar,6844,11,Actas
Sakura Tsuushin,5823,23,Shaft
Boku wa Imouto ni Koi wo Suru,3824,102,Vega Entertainment
Ginga Eiyuu Densetsu,756,17807,K-Factory|Kitty Film Mitaka Studio
Initial D Battle Stage,3923,121,Pastel
Initial D Extra Stage,3155,90,Pastel
Virgin Night,9513,17,Shinkuukan
Guardian Hearts,7494,5,Venet
King of Fighters: Another Day,6432,24,Production I.G
Uba,8419,23,Y.O.U.C
Jinshin Yuugi,11789,1,Office AO
Sexfriend,5500,120,Shinkuukan
Chicchana Yukitsukai Sugar,4926,133,J.C.Staff
Ginsoukikou Ordian,9829,6,Plum
Choujuushin Gravion,5969,23,Gonzo
Bleach: The Sealed Sword Frenzy,2048,162,Studio Pierrot
Sister Princess: Re Pure,7029,10,Zexcs
Sister Princess,4845,92,Zexcs
Kyou no 5 no 2,4510,45,Shinkuukan|Lyrics
Narutaru: Mukuro Naru Hoshi Tama Taru Ko,4084,76,Planet
Samurai Spirits 2: Asura Zanmaden,11029,2,Ajia-do
Narue no Sekai,5390,32,Studio Live
Colorful,4643,74,Triangle Staff
Ushio to Tora,5978,40,Pastel
Konjiki no Gash Bell!!: 101-banme no Mamono,7451,3,Toei Animation
Kiba,2696,459,Madhouse
School Rumble Ni Gakki,1599,832,Studio Comet
Jinki:Extend - Sorekara,10842,2,feel.
Suzumiya Haruhi no Yuuutsu,197,15802,Kyoto Animation
Gakuen Heaven,2938,176,Tokyo Kids
Kyou kara Ore wa!!,4051,491,Studio Pierrot
Gokinjo Monogatari,4523,460,Toei Animation
Ouran Koukou Host Club,136,37112,Bones
Soul Link,5114,21,Picture Magic
Strawberry Panic,1722,1951,Madhouse
Utawarerumono,1515,1200,OLM
Air Gear,736,3793,Toei Animation
Gunparade Orchestra,9137,3,Brain's Base
Digimon Savers,2465,355,Toei Animation
Makai Senki Disgaea,3744,148,OLM
xxxHOLiC,789,4891,Production I.G
Joshikousei: Girl's High,4048,72,Arms
Kidou Senshi Gundam SEED MSV Astray,6229,13,Sunrise
Kikou Senki Dragonar,8202,13,Sunrise
Slayers Premium,5389,8,HAL Film Maker
Slayers Gorgeous,5382,11,J.C.Staff
Slayers Great,5274,19,J.C.Staff
Slayers Return,5206,28,J.C.Staff
Dragon Half,5048,110,Production I.G
Mahou Shoujo-tai Arusu,4426,91,Studio 4°C
.hack//Roots,2798,239,Bee Train
Digimon Tamers,1316,2083,Toei Animation
Mind Game,2442,1291,Studio 4°C
Street Fighter II V,4649,132,Group TAC
Nana,295,35407,Madhouse
Zegapain,4226,175,Sunrise
Simoun,3737,441,Studio Deen
Aa! Megami-sama! Sorezore no Tsubasa,2954,170,AIC
Green Green OVA,4754,7,StarLink
Yuu☆Yuu☆Hakusho (Movie),4304,76,Studio Pierrot
Yuu☆Yuu☆Hakusho: Meikai Shitou-hen - Honoo no Kizuna,4503,39,Studio Pierrot
Shin Angyo Onshi,5473,22,OLM
Tenshi no Tamago,1494,4078,Studio Deen
Amaenaide yo!! Katsu!!,3424,43,Studio Deen
Megami Kouhosei Special Curriculum,9543,1,Xebec
Megami Kouhosei,5087,52,Xebec
Black Lagoon,164,20857,Madhouse
Yuusha-Ou GaoGaiGar,5006,369,Sunrise
Dragon Ball Movie 2: Majinjou no Nemurihime,2916,50,Toei Animation
Dragon Ball Movie 3: Makafushigi Daibouken,3119,28,Toei Animation
Dragon Ball Movie 4: Saikyou e no Michi,3014,53,Toei Animation
Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!!,1930,55,Toei Animation
Dragon Ball Z Movie 02: Kono Yo de Ichiban Tsuyoi Yatsu,2065,36,Toei Animation
Dragon Ball Z Movie 03: Chikyuu Marugoto Choukessen,1770,68,Toei Animation
Dragon Ball Z Movie 04: Super Saiyajin da Son Gokuu,1961,31,Toei Animation
Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou,1656,111,Toei Animation
Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,1863,30,Toei Animation
Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin,1927,32,Toei Animation
"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen",1548,220,Toei Animation
Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,1945,65,Toei Animation
Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai,1819,58,Toei Animation
Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da,1928,30,Toei Animation
Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,1619,215,Toei Animation
Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Gokuu ga Yaraneba Dare ga Yaru,1813,133,Toei Animation
Princess Princess,3000,283,Studio Deen
Fullmetal Alchemist: Premium Collection,2878,93,Bones
Geneshaft,5956,17,Satelight|Studio Gazelle
Himawari!,4947,17,Arms
Konjiki no Gash Bell!!: Mecha Vulkan no Raishuu,7970,7,Toei Animation
Ninkuu,7793,30,Studio Pierrot
Kakutou Bijin Wulong,8210,7,TMS Entertainment
Ike! Ina-chuu Takkyuu-bu,5565,137,Grouper Productions
Ginga Densetsu Weed,5866,258,Studio Deen
Tokkou,3635,114,AIC Spirits|Group TAC
Riding Bean,4853,89,AIC|Artmic
Gintama,147,61853,Sunrise
Ray The Animation,5954,17,OLM
Nurse Witch Komugi-chan Magikarte Special,8484,5,Kyoto Animation|Tatsunoko Production
Nurse Witch Komugi-chan Magikarte Z,8000,11,Tatsunoko Production
Transformers: Choujin Master Force,10094,7,Toei Animation
Transformers: The☆Headmasters,9508,10,Toei Animation
Tatakae! Chou Robot Seimeitai Transformers Victory,10222,13,Toei Animation
Transformers Superlink,8540,16,Actas
Transformers Galaxy Force,8169,41,Gonzo
Seisenshi Dunbine,5892,59,Sunrise
Densetsu Kyojin Ideon,5378,158,Sunrise
Ichigeki Sacchuu!! Hoihoi-san,7408,9,Daume
Dai Mahou Touge,4221,123,Studio Barcelona
Higurashi no Naku Koro ni,252,22174,Studio Deen
Witchblade,2036,596,Gonzo
Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,1103,176,Studio Pierrot
Appleseed,4311,51,Gainax
Shin Getter Robo tai Neo Getter Robo,8014,31,Brain's Base
Inukami!,2905,206,Seven Arcs
Renkin San-kyuu Magical? Pokaan,4199,152,Remic
Nishi no Yoki Majo: Astraea Testament,5391,51,HAL Film Maker
Yume Tsukai,7154,15,Madhouse
The Third: Aoi Hitomi no Shoujo,5132,96,Xebec
Top wo Nerae! Gunbuster,1830,2950,Gainax
Street Fighter Alpha: Generations,6034,19,APPP
Chibi Maruko-chan,6230,130,Nippon Animation
Magical Nyan Nyan Taruto,7555,9,Madhouse|TNK
Juu Ou Sei,2799,378,Bones
Daikuu Maryuu Gaiking,10778,5,Toei Animation
Saiunkoku Monogatari,2316,1192,Madhouse
Heat Guy J,5377,76,Satelight
Shin Chou Kyou Ryo: Condor Hero,7308,39,Nippon Animation
Shin Chou Kyou Ryo: Condor Hero II,10122,6,Nippon Animation
Virtua Fighter,6475,49,Tokyo Movie Shinsha
Aria the Natural,2626,836,HAL Film Maker
"Love Hina: Motoko no Sentaku, Koi ka Ken... ""Naku na""",4090,13,Xebec
Hit wo Nerae!,8098,1,Imagin|Studio Live
Yoshinaga-san Chi no Gargoyle,8860,7,Studio Hibari
Crayon Shin-chan,2481,1417,Shin-Ei Animation
Hokuto no Ken,1837,2443,Toei Animation
Kakutou Bijin Wulong: Rebirth,9718,4,TMS Entertainment
Tsubasa Chronicle 2nd Season,2070,408,Bee Train
Yokoyama Mitsuteru Sangokushi,8383,46,Azeta Pictures
Astro Boy: Tetsuwan Atom,4761,193,Tezuka Productions
Bible Black Gaiden,4717,79,Studio Jam
Glass no Kantai: La Legende du Vent de l'Univers,6399,20,Gonzo|Satelight
Dead Leaves,2363,721,Production I.G
Yokohama Kaidashi Kikou,3703,490,Ajia-do
Yokohama Kaidashi Kikou: Quiet Country Cafe,5145,68,Ajia-do
Ginga Teikoku no Metsubou Gaiden: Aoki Ookami-tachi no Densetsu,7616,15,Phoenix Entertainment
Change!! Getter Robo: Sekai Saigo no Hi,5685,401,Brain's Base
Street Fighter Zero The Animation,5705,27,Plum
Rikujou Bouei-tai Mao-chan,8578,11,Xebec
Ichigo 100% OVA,4798,8,Madhouse
Cosplay Complex,6255,8,TNK
Cosplay Complex: Extra Identification,10745,1,TNK
Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,3445,15,Toei Animation
Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,1932,237,Toei Animation
Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,2161,173,Toei Animation
Dragon Ball GT: Gokuu Gaiden! Yuuki no Akashi wa Suushinchuu,2630,89,Toei Animation
Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation,12580,2,Group TAC|G&G Direction
Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi,14596,2,T.P.O
Kamisama Kazoku,3575,91,Toei Animation
Usagi-chan de Cue!!,7548,10,Chaos Project
Dual! Parallel Lun-Lun Monogatari,5429,75,AIC
Dual! Parallel Runrun Monogatari Special,8797,8,AIC
Sin in the Rain,10487,2,Mook Animation
Tennis no Oujisama: Zenkoku Taikai-hen,3595,66,M.S.C
Bishoujo Senshi Sailor Moon: Sailor Stars,2077,1291,Toei Animation
Bishoujo Senshi Sailor Moon S: Kaguya-hime no Koibito,3294,129,Toei Animation
Blue Seed,4442,140,Production I.G|Ashi Productions
Blue Seed 2,7919,2,Production I.G|Xebec
Uchuu Kaizoku Captain Herlock,3906,389,Toei Animation
Tide-Line Blue: Kyoudai,12396,1,Telecom Animation Film
Top wo Nerae 2! Diebuster,2649,912,Gainax
Aa! Megami-sama! (TV) Specials,4749,43,AIC
Kanojo to Kanojo no Neko,2343,301,CoMix Wave Films
Star Ocean EX,6216,32,Studio Deen
Tenchi Muyou! in Love,4919,48,AIC
Ranma ½ OVA,4148,91,Studio Deen|Kitty Film Mitaka Studio
Ranma ½: Yomigaeru Kioku,5349,35,Studio Deen
Battle Spirits: Ryuuko no Ken,9811,7,Studio Comet
Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou,5643,7,Studio Deen
Ranma ½ Super,5255,25,Studio Deen
Sexy Commando Gaiden: Sugoi yo!! Masaru-san Specials,12743,1,Magic Bus
Le Chevalier D'Eon,3090,266,Production I.G
Chicchana Yukitsukai Sugar Specials,8944,6,J.C.Staff
Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,2873,99,Kyoto Animation
Gunnm,3010,302,Madhouse
Majutsushi Orphen,3557,188,J.C.Staff
Majutsushi Orphen: Revenge,5466,24,J.C.Staff
Honoo no Mirage,4920,87,Madhouse
Honoo no Mirage: Minagiwa no Hangyakusha,6754,30,Madhouse
Kaikan Phrase,6126,111,Studio Hibari
Generator Gawl,6939,33,Tatsunoko Production
Wolf's Rain OVA,2811,424,Bones
Weiß Kreuz OVA,8693,20,Triangle Staff|animate Film
Kachou Ouji,4360,130,AIC|APPP
Yakumotatsu,9277,7,Studio Pierrot
Psychic Force,11113,3,Triangle Staff
Arete Hime,6076,63,Studio 4°C
Omoide Poroporo,1647,1402,Studio Ghibli
Heisei Tanuki Gassen Ponpoko,2095,377,Studio Ghibli
Hanare Toride no Yonna,11277,3,CoMix Wave Films
Kumo no You ni Kaze no You ni,7426,17,Studio Pierrot
Sennen Joyuu,1322,3002,Madhouse
Ouritsu Uchuugun: Honneamise no Tsubasa,3498,334,Gainax
Patalliro Saiyuuki!,9527,2,Magic Bus
Kashou no Tsuki: Aki Kyougen,9229,4,Four Some
Saint Beast: Seijuu Kourin-hen,7156,19,Tokyo Kids
Mizuiro,11128,3,Arms
Mizuiro (2003),9504,4,OLM
Mizuiro Jidai,8734,17,Studio Comet
Zetsuai 1989,6216,40,Madhouse
Bronze: Zetsuai Since 1989,6772,32,Production I.G
Tokyo Babylon,5363,40,animate Film
Taiyou no Ouji: Horus no Daibouken,7149,19,Toei Animation
Elf wo Karu Mono-tachi,4631,55,Group TAC
Elf wo Karu Mono-tachi II,6084,13,Group TAC
On Your Mark,3857,116,Studio Ghibli
The SoulTaker: Tamashii-gari,4666,85,Tatsunoko Production
Cello Hiki no Gauche (1982),6017,30,Oh! Production
Bobobo-bo Bo-bobo,2375,1169,Toei Animation
Ao no 6-gou,3076,319,Gonzo
Tokyo Juushouden,11423,2,Zexcs
Tokyo Daigaku Monogatari,10198,3,Shinkuukan
Blame!,4284,110,Group TAC
Good Morning Call,8094,4,Production I.G|Trans Arts
Ippatsu Kiki Musume,7849,11,Group TAC
Kidou Shinsengumi Moeyo Ken,12189,1,Trinet Entertainment|Picture Magic
Mutant Turtles: Choujin Densetsu-hen,10612,12,Bee Media|Tsuburaya Productions
Oruchuban Ebichu,3305,392,Gainax|Group TAC
Nekojiru Gekijou Jirujiru Original,6525,94,Kent House
Mazinkaiser,6575,70,Brain's Base
Touch,4061,620,Group TAC
Shakugan no Shana-tan,4322,23,J.C.Staff
Kishin Houkou Demonbane (TV),4152,41,Viewworks
Chou Denji Robo Combattler V,9552,15,Sunrise|Toei Animation
Chou Denji Machine Voltes V,7400,86,Sunrise|Toei Animation
Love Get Chu,7410,9,Radix
Memories Off #5 Togireta Film The Animation,10479,2,Doga Kobo
Sweat Punch,4042,194,Studio 4°C
Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen Taikai Kaisai!!,2644,100,Studio Pierrot
Netrun-mon the Movie,11076,11,Studio Hibari
Wizardry,9754,5,TMS Entertainment
Cardcaptor Sakura: Kero-chan ni Omakase!,4450,39,Madhouse
Armitage III,4009,146,AIC
Sentou Yousei Yukikaze,5306,217,Gonzo
Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey,7116,43,Madhouse
Hikari to Mizu no Daphne,5717,35,J.C.Staff
Ningen Kousaten,9693,3,A.C.G.T.
I''s,6889,7,Studio Pierrot|Arms
Interlude,6024,22,Toei Animation
Kenran Butou Sai: The Mars Daybreak,5122,31,Bones
Kimagure Orange☆Road,3444,665,Studio Pierrot
Macross,2053,1877,Tatsunoko Production
Macross: Do You Remember Love?,3442,814,Tatsunoko Production
Kidou Senshi Gundam I,3475,132,Sunrise
Kidou Senshi Gundam II: Ai Senshi-hen,3961,58,Sunrise
Kidou Senshi Gundam III: Meguriai Sora-hen,3991,182,Sunrise
Oishinbo,8842,42,Shin-Ei Animation
One Piece: Umi no Heso no Daibouken-hen,3960,24,Toei Animation
Kidou Keisatsu Patlabor the Movie,3353,311,Production I.G|Studio Deen
Kidou Keisatsu Patlabor 2 the Movie,3755,966,Production I.G
Lime-iro Senkitan,6619,12,Studio Hibari
Samurai Girl Real Bout High School,6814,11,Gonzo
Soreyuke! Uchuu Senkan Yamamoto Youko,8330,3,J.C.Staff
Tenchi Muyou! Manatsu no Eve,5880,17,AIC
Urda,9820,4,Romanov Films
Shinkon Gattai Godannar!!,5022,63,OLM|AIC ASTA
Shinkon Gattai Godannar!! 2nd Season,7074,12,OLM|AIC ASTA
Digital Juice,8320,1,Studio 4°C
Eikyuu Kazoku,6846,17,Studio 4°C
Youjuu Toshi,3069,273,Madhouse
Senkaiden Houshin Engi,5635,76,Studio Deen
Monster Extra: Hottan,6674,20,Madhouse
Mermaid Melody Pichi Pichi Pitch Pure,3601,269,Actas|Synergy Japan
Vandread: Gekitou-hen,7721,3,Gonzo
Vandread: Taidou-hen,7712,5,Gonzo
One: Kagayaku Kisetsu e - True Stories,9988,11,Arms
Handsome Girl,9279,3,J.C.Staff
Junkers Come Here,7875,14,Triangle Staff
Pokemon Movie 02: Maboroshi no Pokemon Lugia Bakutan,1370,236,OLM
Pokemon Movie 03: Kesshoutou no Teiou Entei,1451,161,OLM
Pokemon Movie 04: Celebi Toki wo Koeta Deai,1644,77,OLM
Pokemon Movie 05: Mizu no Miyako no Mamorigami Latias to Latios,1990,142,OLM
Pokemon Movie 06: Nanayo no Negaiboshi Jirachi,2293,29,OLM
Pokemon Movie 07: Rekkuu no Houmonsha Deoxys,2054,63,OLM
Bouken Ou Beet Excellion,7590,7,Toei Animation
Seikai no Danshou: Tanjou,7404,11,Sunrise
Figure 17: Tsubasa & Hikaru,6012,86,OLM
UFO Princess Valkyrie,5203,49,TNK
UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,6935,14,TNK
UFO Princess Valkyrie: Shichiten Battou Hanayome Shuugyou,9908,1,TNK
Windaria,6878,34,Kaname Productions|Idol
